Date/Time,THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Energy [J](Hourly),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Heating Energy [J](Hourly),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Energy [J](Hourly),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Energy [J](Hourly),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Rate [W](Hourly),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Heating Rate [W](Hourly),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Rate [W](Hourly),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Rate [W](Hourly),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Rate [W](Hourly),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Rate [W](Hourly),THERMAL ZONE 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Energy [J](Hourly),THERMAL ZONE 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Heating Energy [J](Hourly),THERMAL ZONE 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),THERMAL ZONE 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Energy [J](Hourly),THERMAL ZONE 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Energy [J](Hourly),THERMAL ZONE 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),THERMAL ZONE 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Rate [W](Hourly),THERMAL ZONE 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Heating Rate [W](Hourly),THERMAL ZONE 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Rate [W](Hourly),THERMAL ZONE 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Rate [W](Hourly),THERMAL ZONE 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Rate [W](Hourly),THERMAL ZONE 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Rate [W](Hourly),Electricity:Facility [J](TimeStep),DistrictCooling:Facility [J](TimeStep) 
 09/05  16:00:00,0.0,0.0,0.0,6605665.569223081,311349.94392073184,6917015.513143812,0.0,0.0,0.0,1834.907102561967,86.48609553353663,1921.3931980955035,0.0,0.0,0.0,1209626.9956884396,110988.41930651733,1320615.414994957,0.0,0.0,0.0,336.00749880234434,30.830116474032593,366.83761527637694,8893142.786285559,8237630.928138769 
 09/05  17:00:00,0.0,0.0,0.0,6772073.805494353,286910.1092830509,7058983.914777404,0.0,0.0,0.0,1881.1316126373204,79.69725257862524,1960.8288652159456,0.0,0.0,0.0,1472076.6325611002,117707.39663302086,1589784.029194121,0.0,0.0,0.0,408.91017571141674,32.696499064728016,441.60667477614476,8893142.786285559,8648767.943971524 
 09/05  18:00:00,0.0,0.0,0.0,4862436.84239879,345532.17691214767,5207969.019310937,0.0,0.0,0.0,1350.6769006663305,95.98116025337436,1446.658060919705,0.0,0.0,0.0,920733.5116995708,99712.36644441177,1020445.8781439826,0.0,0.0,0.0,255.75930880543635,27.69787956789216,283.4571883733285,7329577.159154307,6228414.89745492 
 09/05  19:00:00,0.0,0.0,0.0,1906936.4810280954,209391.25594368734,2116327.7369717825,0.0,0.0,0.0,529.7045780633598,58.16423776213537,587.8688158254952,0.0,0.0,0.0,54776.72916733791,8684.575710410687,63461.3048777486,0.0,0.0,0.0,15.215758102038308,2.4123821417807463,17.628140243819054,5353323.206646405,2179789.0418495312 
 09/05  20:00:00,0.0,0.0,0.0,1121455.2832722808,168856.6241936609,1290311.9074659417,0.0,0.0,0.0,311.5153564645225,46.904617831572466,358.41997429609495,0.0,0.0,0.0,31929.3688543803,7016.695942249292,38946.064796629595,0.0,0.0,0.0,8.86926912621675,1.9490822061803588,10.818351332397109,5353323.206646405,1329257.9722625713 
 09/05  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3789757.579515154,0.0 
 09/05  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3789757.579515154,0.0 
 09/05  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2226191.952383903,0.0 
 09/05  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938472.626945253,0.0 
 09/06  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938472.626945253,0.0 
 09/06  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938472.626945253,0.0 
 09/06  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938472.626945253,0.0 
 09/06  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938472.626945253,0.0 
 09/06  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938472.626945253,0.0 
 09/06  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2226191.952383903,0.0 
 09/06  07:00:00,1754921.0906235382,0.0,1754921.0906235382,0.0,0.0,0.0,487.4780807287607,0.0,487.4780807287607,0.0,0.0,0.0,587524.14951428,0.0,587524.14951428,0.0,0.0,0.0,163.20115264285556,0.0,163.20115264285556,0.0,0.0,0.0,2226191.952383903,0.0 
 09/06  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3377069.2541385037,0.0 
 09/06  09:00:00,0.0,0.0,0.0,263736.09339309204,10103.358578036736,273839.45197112876,0.0,0.0,0.0,73.26002594252556,2.806488493899093,76.06651443642465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8893142.786285559,273839.45197112876 
 09/06  10:00:00,0.0,0.0,0.0,1630684.5503085377,93155.37576140763,1723839.9260699456,0.0,0.0,0.0,452.9679306412605,25.876493267057675,478.84442390831816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8893142.786285559,1723839.9260699456 
 09/06  11:00:00,0.0,0.0,0.0,4127168.386186419,381998.50880730955,4509166.894993729,0.0,0.0,0.0,1146.435662829561,106.11069689091931,1252.5463597204803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8893142.786285559,4509166.894993729 
 09/06  12:00:00,0.0,0.0,0.0,5233148.60127531,557324.4146578666,5790473.0159331765,0.0,0.0,0.0,1453.6523892431414,154.81233740496293,1608.4647266481045,0.0,0.0,0.0,323186.31002159097,46706.003639674644,369892.3136612656,0.0,0.0,0.0,89.77397500599749,12.973889899909622,102.74786490590711,8893142.786285559,6160365.329594442 
 09/06  13:00:00,0.0,0.0,0.0,5028892.666999774,433873.8954833458,5462766.562483121,0.0,0.0,0.0,1396.9146297221596,120.5205265231516,1517.4351562453112,0.0,0.0,0.0,582819.6292508197,89570.17207329656,672389.8013241163,0.0,0.0,0.0,161.89434145856103,24.880603353693488,186.77494481225452,8480454.460908908,6135156.363807237 
 09/06  14:00:00,0.0,0.0,0.0,6653771.082804956,263586.08563173667,6917357.168436693,0.0,0.0,0.0,1848.2697452235989,73.21835711992685,1921.4881023435257,0.0,0.0,0.0,1375064.3490144662,154903.62966145278,1529967.9786759191,0.0,0.0,0.0,381.9623191706851,43.02878601707022,424.9911051877553,8893142.786285559,8447325.147112612 
 09/06  15:00:00,0.0,0.0,0.0,7395299.495532196,0.0,7395299.495532196,0.0,0.0,0.0,2054.2498598700545,0.0,2054.2498598700545,0.0,0.0,0.0,1781389.2448746476,0.0,1781389.2448746476,0.0,0.0,0.0,494.83034579851324,0.0,494.83034579851324,8893142.786285559,9176688.740406843 
 09/06  16:00:00,0.0,0.0,0.0,7778848.800292994,0.0,7778848.800292994,0.0,0.0,0.0,2160.7913334147206,0.0,2160.7913334147206,0.0,0.0,0.0,2074837.1751103997,0.0,2074837.1751103997,0.0,0.0,0.0,576.3436597528888,0.0,576.3436597528888,8893142.786285559,9853685.975403395 
 09/06  17:00:00,0.0,0.0,0.0,7654155.852405922,0.0,7654155.852405922,0.0,0.0,0.0,2126.1544034460894,0.0,2126.1544034460894,0.0,0.0,0.0,2200867.391145866,0.0,2200867.391145866,0.0,0.0,0.0,611.3520530960739,0.0,611.3520530960739,8893142.786285559,9855023.243551787 
 09/06  18:00:00,0.0,0.0,0.0,5636555.7795720445,0.0,5636555.7795720445,0.0,0.0,0.0,1565.7099387700123,0.0,1565.7099387700123,0.0,0.0,0.0,1513717.3803480107,0.0,1513717.3803480107,0.0,0.0,0.0,420.47705009666964,0.0,420.47705009666964,7329577.159154307,7150273.159920055 
 09/06  19:00:00,0.0,0.0,0.0,2836673.034599156,0.0,2836673.034599156,0.0,0.0,0.0,787.9647318330989,0.0,787.9647318330989,0.0,0.0,0.0,553743.1825392839,0.0,553743.1825392839,0.0,0.0,0.0,153.81755070535664,0.0,153.81755070535664,5353323.206646405,3390416.21713844 
 09/06  20:00:00,0.0,0.0,0.0,1860826.5803206803,0.0,1860826.5803206803,0.0,0.0,0.0,516.8962723113001,0.0,516.8962723113001,0.0,0.0,0.0,443369.9231834311,0.0,443369.9231834311,0.0,0.0,0.0,123.15831199539753,0.0,123.15831199539753,5353323.206646405,2304196.5035041114 
 09/06  21:00:00,0.0,0.0,0.0,89683.23222059992,0.0,89683.23222059992,0.0,0.0,0.0,24.912008950166644,0.0,24.912008950166644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3789757.579515154,89683.23222059992 
 09/06  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3789757.579515154,0.0 
 09/06  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2226191.952383903,0.0 
 09/06  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938472.626945253,0.0 
 09/07  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 09/07  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 09/07  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 09/07  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 09/07  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 09/07  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 09/07  07:00:00,1798186.4020786346,0.0,1798186.4020786346,0.0,0.0,0.0,499.4962227996208,0.0,499.4962227996208,0.0,0.0,0.0,584379.2683507245,0.0,584379.2683507245,0.0,0.0,0.0,162.32757454186793,0.0,162.32757454186793,0.0,0.0,0.0,2226191.952383903,0.0 
 09/07  08:00:00,13720.631661280646,0.0,13720.631661280646,0.0,0.0,0.0,3.811286572577957,0.0,3.811286572577957,0.0,0.0,0.0,153084.28473240347,0.0,153084.28473240347,0.0,0.0,0.0,42.52341242566763,0.0,42.52341242566763,0.0,0.0,0.0,2226191.952383903,0.0 
 09/07  09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4940634.881269755,0.0 
 09/07  10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4940634.881269755,0.0 
 09/07  11:00:00,0.0,0.0,0.0,290477.713265625,0.0,290477.713265625,0.0,0.0,0.0,80.68825368489584,0.0,80.68825368489584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4940634.881269755,290477.713265625 
 09/07  12:00:00,0.0,0.0,0.0,795558.1153360527,0.0,795558.1153360527,0.0,0.0,0.0,220.98836537112575,0.0,220.98836537112575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4940634.881269755,795558.1153360527 
 09/07  13:00:00,0.0,0.0,0.0,1831547.6024878128,0.0,1831547.6024878128,0.0,0.0,0.0,508.7632229132813,0.0,508.7632229132813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4940634.881269755,1831547.6024878128 
 09/07  14:00:00,0.0,0.0,0.0,2323782.1958320225,0.0,2323782.1958320225,0.0,0.0,0.0,645.4950543977839,0.0,645.4950543977839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4940634.881269755,2323782.1958320225 
 09/07  15:00:00,0.0,0.0,0.0,1330688.2555710091,0.0,1330688.2555710091,0.0,0.0,0.0,369.63562654750257,0.0,369.63562654750257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2307567.1151342276,1330688.2555710091 
 09/07  16:00:00,0.0,0.0,0.0,1935931.7172293614,0.0,1935931.7172293614,0.0,0.0,0.0,537.7588103414893,0.0,537.7588103414893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2307567.1151342276,1935931.7172293614 
 09/07  17:00:00,0.0,0.0,0.0,1977367.8696206787,0.0,1977367.8696206787,0.0,0.0,0.0,549.2688526724107,0.0,549.2688526724107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2307567.1151342276,1977367.8696206787 
 09/07  18:00:00,0.0,0.0,0.0,405534.6220585212,0.0,405534.6220585212,0.0,0.0,0.0,112.648506127367,0.0,112.648506127367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,405534.6220585212 
 09/07  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 09/07  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 09/07  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 09/07  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 09/07  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 09/07  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 09/08  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 09/08  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 09/08  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 09/08  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 09/08  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 09/08  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 09/08  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 09/08  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 09/08  09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 09/08  10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 09/08  11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 09/08  12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 09/08  13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 09/08  14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 09/08  15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 09/08  16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 09/08  17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 09/08  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 09/08  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 09/08  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 09/08  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 09/08  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 09/08  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 09/08  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 09/09  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938472.626945253,0.0 
 09/09  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938472.626945253,0.0 
 09/09  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938472.626945253,0.0 
 09/09  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938472.626945253,0.0 
 09/09  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938472.626945253,0.0 
 09/09  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2226191.952383903,0.0 
 09/09  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2226191.952383903,0.0 
 09/09  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3377069.2541385037,0.0 
 09/09  09:00:00,0.0,0.0,0.0,917664.1821401505,420312.1889005882,1337976.3710407387,0.0,0.0,0.0,254.90671726115286,116.75338580571892,371.6601030668718,0.0,0.0,0.0,23019.677233650247,10595.893581756674,33615.57081540692,0.0,0.0,0.0,6.394354787125067,2.943303772710187,9.337658559835255,8893142.786285559,1371591.9418561456 
 09/09  10:00:00,0.0,0.0,0.0,3400998.662479249,1517849.663305398,4918848.325784647,0.0,0.0,0.0,944.7218506886802,421.62490647372164,1366.346757162402,0.0,0.0,0.0,256092.32750939846,120462.18808964368,376554.5155990421,0.0,0.0,0.0,71.13675764149957,33.46171891378991,104.59847655528948,8893142.786285559,5295402.841383689 
 09/09  11:00:00,0.0,0.0,0.0,4685904.440411607,1842762.039816143,6528666.48022775,0.0,0.0,0.0,1301.6401223365574,511.878344393373,1813.5184667299304,0.0,0.0,0.0,956626.4411196263,472566.6636376325,1429193.104757259,0.0,0.0,0.0,265.729566977674,131.26851767712014,396.9980846547941,8893142.786285559,7957859.584985008 
 09/09  12:00:00,0.0,0.0,0.0,5553869.347487508,1809049.1878013876,7362918.5352888955,0.0,0.0,0.0,1542.7414854131966,502.5136632781632,2045.2551486913599,0.0,0.0,0.0,1491732.994585357,679733.9205208658,2171466.915106223,0.0,0.0,0.0,414.37027627371026,188.81497792246273,603.185254196173,8893142.786285559,9534385.450395118 
